CustomerID,PrimaryCountry,Frequency,Monetary,TotalQuantity,AverageOrderValue,CustomerLifetimeDays,FrequencyScore,MonetaryScore,purchase_rate,revenue_per_day,qty_per_order,avg_gap,spend_per_visit,is_one_time,qty_per_day,is_slow_buyer,aov_ratio,Churned
12346,United Kingdom,12,77556.46,74285,6463.04,400,5,5,0.029925187032418952,193.40763092269327,5714.2307692307695,30.76923076923077,5965.881538461539,0,185.2493765586035,0,0.08333228035059424,1
12347,Iceland,8,4921.53,2967,615.19,402,4,5,0.019851116625310174,12.212233250620347,329.6666666666667,44.666666666666664,546.8366666666666,0,7.362282878411911,0,0.12497435261948633,0
12348,Finland,5,2019.4,2714,403.88,363,4,4,0.013736263736263736,5.547802197802198,452.3333333333333,60.5,336.56666666666666,0,7.456043956043956,1,0.1999010097010493,0
12349,Italy,4,4428.6900000000005,1624,1107.17,571,3,5,0.006993006993006993,7.7424650349650355,324.8,114.2,885.738,0,2.839160839160839,1,0.24994299826850186,0
12350,Norway,1,334.40000000000003,197,334.4,0,1,2,1.0,334.40000000000003,98.5,0.0,167.20000000000002,1,197.0,0,0.9970184853905782,1
12351,Unspecified,1,300.93,261,300.93,0,1,2,1.0,300.93,130.5,0.0,150.465,1,261.0,0,0.9966879740337165,1
12352,Norway,10,2849.84,724,284.98,356,5,4,0.028011204481792718,7.982745098039216,65.81818181818181,32.36363636363637,259.0763636363636,0,2.0280112044817926,0,0.0999635195240701,0
12353,Bahrain,2,406.76,212,203.38,204,2,2,0.00975609756097561,1.9841951219512195,70.66666666666667,68.0,135.58666666666667,0,1.0341463414634147,1,0.498773788503041,1
12354,Spain,1,1079.4,530,1079.4,0,1,3,1.0,1079.4,265.0,0.0,539.7,1,530.0,0,0.9990744168826361,1
12355,Bahrain,2,947.61,543,473.8,353,2,3,0.005649717514124294,2.676864406779661,181.0,117.66666666666667,315.87,0,1.5338983050847457,1,0.4994676421290098,1
12356,Portugal,6,6371.7300000000005,3416,1061.96,402,4,5,0.01488833746898263,15.810744416873451,488.0,57.42857142857143,910.2471428571429,0,8.476426799007443,0,0.1666412981563631,0
12357,Switzerland,3,18287.66,6587,6095.89,355,3,5,0.008426966292134831,51.369831460674156,1646.75,88.75,4571.915,0,18.502808988764045,1,0.33331528936510385,0
12358,Austria,5,3887.07,1079,777.41,730,4,5,0.006839945280437756,5.317469220246238,179.83333333333334,121.66666666666667,647.845,0,1.476060191518468,1,0.19994753180884087,0
12359,Cyprus,10,8873.39,2739,887.34,677,5,5,0.014749262536873156,13.087595870206489,249.0,61.54545454545455,806.6718181818181,0,4.039823008849558,1,0.09998884430366482,0
12360,Austria,8,4252.89,2459,531.61,603,4,5,0.013245033112582781,7.041208609271524,273.22222222222223,67.0,472.54333333333335,0,4.071192052980132,1,0.1249703212824027,0
12361,Belgium,4,511.25,235,127.81,395,3,2,0.010101010101010102,1.2910353535353536,47.0,79.0,102.25,0,0.5934343434343434,1,0.2495070766227428,1
12362,Belgium,11,5356.2300000000005,2230,486.93,735,5,5,0.014945652173913044,7.277486413043479,185.83333333333334,61.25,446.3525,0,3.029891304347826,1,0.09089212148815712,0
12363,Unspecified,2,552.0,408,276.0,133,2,2,0.014925373134328358,4.119402985074627,136.0,44.333333333333336,184.0,0,3.044776119402985,0,0.49909584086799275,1
12364,Belgium,4,1313.1,1506,328.28,105,3,4,0.03773584905660377,12.387735849056602,301.2,21.0,262.62,0,14.20754716981132,0,0.24981356061182558,0
12365,Cyprus,2,641.38,174,320.69,0,2,3,2.0,641.38,58.0,0.0,213.79333333333332,0,174.0,0,0.49922164450948037,1
12366,Cyprus,1,500.24,296,500.24,0,1,2,1.0,500.24,148.0,0.0,250.12,1,296.0,0,0.9980049477296306,1
12367,Denmark,1,168.9,173,168.9,0,1,1,1.0,168.9,86.5,0.0,84.45,1,173.0,0,0.9941141848145968,0
12368,Cyprus,1,917.7,330,917.7,0,1,3,1.0,917.7,165.0,0.0,458.85,1,330.0,0,0.9989115053880483,1
12369,Austria,3,1791.15,1241,597.05,228,3,4,0.013100436681222707,7.821615720524018,310.25,57.0,447.7875,0,5.419213973799127,0,0.33314733699746113,1
12370,Cyprus,7,4316.56,2604,616.65,617,4,5,0.011326860841423949,6.984724919093852,325.5,77.125,539.57,0,4.213592233009709,1,0.14282372451106642,0
12371,Switzerland,5,4067.38,1436,813.48,601,4,5,0.008305647840531562,6.756445182724253,239.33333333333334,100.16666666666667,677.8966666666666,0,2.3853820598006643,1,0.1999518235759688,0
12372,Denmark,3,1298.04,794,432.68,225,3,4,0.01327433628318584,5.74353982300885,198.5,56.25,324.51,0,3.5132743362831858,0,0.3330767335878803,0
12373,Austria,3,1127.65,516,375.88,362,3,3,0.008264462809917356,3.1064738292011023,129.0,90.5,281.9125,0,1.421487603305785,1,0.333035041864174,1
12374,Austria,4,2989.2200000000003,1362,747.3,563,3,5,0.0070921985815602835,5.300035460992908,272.4,112.6,597.844,0,2.4148936170212765,1,0.24991472199369943,0
12375,Finland,2,457.5,178,228.75,88,2,2,0.02247191011235955,5.140449438202247,59.333333333333336,29.333333333333332,152.5,0,2.0,0,0.4989094874591058,0
12376,Switzerland,2,503.15,240,251.58,28,2,2,0.06896551724137931,17.349999999999998,80.0,9.333333333333334,167.71666666666667,0,8.275862068965518,0,0.49901814936030947,1
12377,Switzerland,4,3426.32,2105,856.58,274,3,5,0.014545454545454545,12.459345454545455,421.0,54.8,685.264,0,7.654545454545454,0,0.24992705670903212,1
12378,Switzerland,2,5416.32,3316,2708.16,433,2,5,0.004608294930875576,12.479999999999999,1105.3333333333333,144.33333333333334,1805.4399999999998,0,7.640552995391705,1,0.4999077034400774,1
12379,Belgium,4,1620.22,815,405.06,453,3,4,0.00881057268722467,3.5687665198237886,163.0,90.6,324.044,0,1.7951541850220265,1,0.24984887923909155,0
12380,Belgium,11,9676.3,3355,879.66,641,5,5,0.017133956386292833,15.072118380062305,279.5833333333333,53.416666666666664,806.3583333333332,0,5.225856697819315,0,0.0908993210916268,0
12381,Norway,5,1845.31,808,369.06,115,4,4,0.04310344827586207,15.907844827586207,134.66666666666666,19.166666666666668,307.5516666666667,0,6.9655172413793105,0,0.199890592587377,0
12383,Belgium,5,1850.56,1532,370.11,168,4,4,0.029585798816568046,10.950059171597633,255.33333333333334,28.0,308.4266666666667,0,9.065088757396449,0,0.19989090280628227,1
12384,Switzerland,2,585.27,126,292.64,93,2,2,0.02127659574468085,6.226276595744681,42.0,31.0,195.09,0,1.3404255319148937,0,0.49915567912395314,0
12385,Belgium,1,1938.4,612,1938.4,0,1,4,1.0,1938.4,306.0,0.0,969.2,1,612.0,0,0.999484376611323,1
12386,Australia,2,401.9,354,200.95,29,2,2,0.06666666666666667,13.396666666666667,118.0,9.666666666666666,133.96666666666667,0,11.8,0,0.498758997269794,1
12387,Australia,1,143.94,134,143.94,0,1,1,1.0,143.94,67.0,0.0,71.97,1,134.0,0,0.9931005933489719,1
12388,Australia,8,3901.11,2001,487.64,567,4,5,0.014084507042253521,6.8681514084507045,222.33333333333334,63.0,433.4566666666667,0,3.522887323943662,1,0.12496828638864614,0
12389,Australia,3,1433.33,614,477.78,253,3,4,0.011811023622047244,5.643031496062992,153.5,63.25,358.3325,0,2.4173228346456694,1,0.33310326075589297,1
12390,Belgium,1,549.84,353,549.84,0,1,2,1.0,549.84,176.5,0.0,274.92,1,353.0,0,0.9981845908067678,0
12391,Cyprus,6,2724.84,1204,454.14,641,4,4,0.009345794392523364,4.244299065420561,172.0,91.57142857142857,389.2628571428572,0,1.8753894080996885,1,0.16660552343497784,0
12392,Australia,1,234.75000000000003,73,234.75,0,1,1,1.0,234.75000000000003,36.5,0.0,117.37500000000001,1,73.0,0,0.9957582184517496,1
12393,Australia,6,2399.45,1311,399.91,356,4,4,0.01680672268907563,6.721148459383753,187.28571428571428,50.857142857142854,342.7785714285714,0,3.672268907563025,0,0.16659792955487515,0
12394,Belgium,2,1272.48,819,636.24,154,2,4,0.012903225806451613,8.209548387096774,273.0,51.333333333333336,424.16,0,5.283870967741936,0,0.49960737506674624,0
12395,Belgium,15,4721.17,3205,314.74,583,5,5,0.025684931506849314,8.084195205479451,200.3125,36.4375,295.073125,0,5.488013698630137,0,0.06665156061725859,0
12396,RSA,1,931.43,591,931.43,0,1,3,1.0,931.43,295.5,0.0,465.715,1,591.0,0,0.9989275334341452,1
12397,Belgium,2,2409.9,1263,1204.95,100,2,4,0.019801980198019802,23.860396039603962,421.0,33.333333333333336,803.3000000000001,0,12.504950495049505,0,0.49979260856941393,0
12398,Switzerland,1,1635.66,1394,1635.66,0,1,4,1.0,1635.66,697.0,0.0,817.83,1,1394.0,0,0.9993889995478596,0
12399,Belgium,7,1962.3,2198,280.33,525,4,4,0.013307984790874524,3.730608365019011,274.75,65.625,245.2875,0,4.178707224334601,1,0.14278510670809352,1
12400,Australia,1,205.25,91,205.25,0,1,1,1.0,205.25,45.5,0.0,102.625,1,91.0,0,0.9951515151515151,1
12401,Belgium,1,84.3,11,84.3,0,1,1,1.0,84.3,5.5,0.0,42.15,1,11.0,0,0.9882766705744431,1
12402,Belgium,6,1256.9,584,209.48,347,4,4,0.017241379310344827,3.6117816091954027,83.42857142857143,49.57142857142857,179.55714285714288,0,1.6781609195402298,0,0.16653152078861594,1
12403,Denmark,2,1019.36,260,509.68,472,2,3,0.004228329809725159,2.155095137420719,86.66666666666667,157.33333333333334,339.7866666666667,0,0.5496828752642706,1,0.4995099768709083,0
12404,Finland,1,63.24,1,63.24,0,1,1,1.0,63.24,0.5,0.0,31.62,1,1.0,0,0.9844333748443337,1
12405,Finland,1,1710.39,857,1710.39,0,1,4,1.0,1710.39,428.5,0.0,855.195,1,857.0,0,0.9994156796522126,1
12406,Denmark,5,6390.36,3416,1278.07,675,4,5,0.0073964497041420114,9.45319526627219,569.3333333333334,112.5,1065.06,0,5.053254437869822,1,0.1999683948330246,0
12407,Belgium,5,1708.12,1416,341.62,215,4,4,0.023148148148148147,7.907962962962962,236.0,35.833333333333336,284.68666666666667,0,6.555555555555555,0,0.19988064032952632,0
12408,Belgium,8,4340.77,2229,542.6,466,4,5,0.017130620985010708,9.295010706638116,247.66666666666666,51.77777777777778,482.3077777777778,0,4.773019271948608,0,0.12497207360131928,0
12409,Switzerland,7,23419.29,13143,3345.61,487,4,5,0.014344262295081968,47.99034836065574,1642.875,60.875,2927.41125,0,26.932377049180328,1,0.1428509211457245,0
12410,Switzerland,3,1013.71,341,337.9,194,3,3,0.015384615384615385,5.19851282051282,85.25,48.5,253.4275,0,1.7487179487179487,0,0.3330015472400981,1
12411,Australia,1,346.9,138,346.9,0,1,2,1.0,346.9,69.0,0.0,173.45,1,138.0,0,0.9971256108077033,1
12412,Denmark,6,2596.93,1997,432.82,465,4,4,0.012875536480686695,5.572811158798283,285.2857142857143,66.42857142857143,370.98999999999995,0,4.285407725321888,1,0.16660187148999397,0
12413,France,4,999.45,319,249.86,336,3,3,0.011869436201780416,2.965727002967359,63.8,67.2,199.89000000000001,0,0.9465875370919882,1,0.24974761357389175,0
12414,Austria,6,952.41,495,158.74,246,4,3,0.024291497975708502,3.855910931174089,70.71428571428571,35.142857142857146,136.0585714285714,0,2.0040485829959516,0,0.1664970998835758,1
12415,Australia,28,144458.37,91447,5159.23,503,5,5,0.05555555555555555,286.62375,3153.344827586207,17.344827586206897,4981.323103448276,0,181.44246031746033,0,0.03571405579298871,0
12416,Australia,1,202.56,132,202.56,0,1,1,1.0,202.56,66.0,0.0,101.28,1,132.0,0,0.9950874435056003,1
12417,Belgium,20,6797.41,2884,339.87,730,5,5,0.027359781121751026,9.298782489740082,137.33333333333334,34.76190476190476,323.68619047619046,0,3.945280437756498,0,0.049992571792522075,0
12418,Switzerland,4,2021.2,1088,505.3,518,3,4,0.007707129094412331,3.894412331406551,217.6,103.6,404.24,0,2.096339113680154,1,0.2498763722678271,1
12419,Spain,2,503.01,231,251.5,28,2,2,0.06896551724137931,17.345172413793104,77.0,9.333333333333334,167.67,0,7.9655172413793105,0,0.49899803575325885,1
12420,Cyprus,1,600.39,345,600.39,0,1,2,1.0,600.39,172.5,0.0,300.195,1,345.0,0,0.9983371855202116,0
12421,Spain,6,1098.6,652,183.1,490,4,3,0.012219959266802444,2.2374745417515274,93.14285714285714,70.0,156.94285714285712,0,1.3279022403258656,1,0.16651509639869044,0
12422,Switzerland,17,5231.8,2596,307.75,626,5,5,0.02711323763955343,8.344178628389155,144.22222222222223,34.77777777777778,290.65555555555557,0,4.140350877192983,0,0.058811726035774343,1
12423,Belgium,10,2622.39,1793,262.24,465,5,4,0.02145922746781116,5.62744635193133,163.0,42.27272727272727,238.3990909090909,0,3.847639484978541,0,0.09996226256866117,0
12424,Australia,4,3340.03,2025,835.01,386,3,5,0.0103359173126615,8.630568475452197,405.0,77.2,668.0060000000001,0,5.232558139534884,1,0.24992592104829947,1
12425,Portugal,2,1741.41,1147,870.7,370,2,4,0.005390835579514825,4.693827493261455,382.3333333333333,123.33333333333333,580.47,0,3.091644204851752,1,0.4997101715440109,0
12426,Germany,2,1345.21,584,672.6,468,2,4,0.0042643923240938165,2.8682515991471216,194.66666666666666,156.0,448.40333333333336,0,1.2452025586353945,1,0.49962487279102075,1
12427,Germany,3,825.8000000000001,533,275.27,350,3,3,0.008547008547008548,2.352706552706553,133.25,87.5,206.45000000000002,0,1.5185185185185186,1,0.3329342041606192,0
12428,Finland,9,7956.46,3536,884.05,258,5,5,0.03474903474903475,30.71992277992278,353.6,25.8,795.646,0,13.652509652509652,0,0.11109700834185782,0
12429,Denmark,8,6204.41,2890,775.55,537,4,5,0.01486988847583643,11.532360594795538,321.1111111111111,59.666666666666664,689.3788888888889,0,5.371747211895911,0,0.12497965484955868,0
12430,Norway,1,256.4,117,256.4,0,1,1,1.0,256.4,58.5,0.0,128.2,1,117.0,0,0.9961149961149961,0
12431,Australia,27,10432.22,4600,386.38,658,5,5,0.0409711684370258,15.830379362670712,164.28571428571428,23.5,372.5792857142857,0,6.980273141122914,0,0.03703362911929395,0
12432,Norway,5,5059.32,1801,1011.86,130,4,5,0.03816793893129771,38.620763358778625,300.1666666666667,21.666666666666668,843.2199999999999,0,13.748091603053435,0,0.19995968634394665,0
12433,Norway,10,16794.14,13534,1679.41,476,5,5,0.020964360587002098,35.20784067085954,1230.3636363636363,43.27272727272727,1526.74,0,28.37316561844864,0,0.099993807732475,0
12434,Australia,3,1103.43,532,367.81,297,3,3,0.010067114093959731,3.702785234899329,133.0,74.25,275.8575,0,1.7852348993288591,1,0.33303151852086593,0
12435,Denmark,6,13925.93,4958,2320.99,658,4,5,0.009104704097116844,21.131911987860395,708.2857142857143,94.0,1989.4185714285716,0,7.523520485584219,1,0.1666548191166323,0
12436,Norway,1,509.01,211,509.01,0,1,2,1.0,509.01,105.5,0.0,254.505,1,211.0,0,0.9980392541322719,1
12437,France,39,12683.4,8000,325.22,736,5,5,0.052917232021709636,17.209497964721844,200.0,18.4,317.085,0,10.854816824966079,0,0.02563936804263505,0
12438,Norway,2,2906.85,1180,1453.42,126,2,4,0.015748031496062992,22.888582677165353,393.3333333333333,42.0,968.9499999999999,0,9.291338582677165,0,0.4998263321698162,0
12439,Cyprus,2,1142.88,478,571.44,43,2,3,0.045454545454545456,25.974545454545456,159.33333333333334,14.333333333333334,380.96000000000004,0,10.863636363636363,0,0.4995628912123649,1
12440,Austria,2,859.2,331,429.6,255,2,3,0.0078125,3.35625,110.33333333333333,85.0,286.40000000000003,0,1.29296875,1,0.499418739827947,1
12441,France,1,173.55,121,173.55,0,1,1,1.0,173.55,60.5,0.0,86.775,1,121.0,0,0.9942709825264967,1
12442,Spain,1,172.06,182,172.06,0,1,1,1.0,172.06,91.0,0.0,86.03,1,182.0,0,0.9942216572287068,0
12443,Norway,1,485.31,182,485.31,0,1,2,1.0,485.31,91.0,0.0,242.655,1,182.0,0,0.9979436984639427,1
12444,Norway,5,5005.46,1153,1001.09,150,4,5,0.033112582781456956,33.14874172185431,192.16666666666666,25.0,834.2433333333333,0,7.635761589403973,0,0.19995965212944875,0
12445,Spain,2,434.98,206,217.49,398,2,2,0.005012531328320802,1.0901754385964912,68.66666666666667,132.66666666666666,144.99333333333334,0,0.5162907268170426,1,0.49885315840176153,0
12446,RSA,1,1002.31,351,1002.31,0,1,3,1.0,1002.31,175.5,0.0,501.155,1,351.0,0,0.999003299080045,0
12447,Belgium,1,476.49,190,476.49,0,1,2,1.0,476.49,95.0,0.0,238.245,1,190.0,0,0.9979057153029383,1
12448,Spain,1,449.45,243,449.45,0,1,2,1.0,449.45,121.5,0.0,224.725,1,243.0,0,0.9977799977799978,0
12449,Belgium,6,4835.89,2282,805.98,416,4,5,0.014388489208633094,11.59685851318945,326.0,59.42857142857143,690.8414285714287,0,5.47242206235012,0,0.16663186468991437,0
12450,Spain,5,688.2,442,137.64,318,4,3,0.01567398119122257,2.1573667711598747,73.66666666666667,53.0,114.7,0,1.3855799373040751,0,0.19970980847359254,1
12451,Switzerland,8,12669.88,9359,1583.74,519,4,5,0.015384615384615385,24.365153846153845,1039.888888888889,57.666666666666664,1407.7644444444443,0,17.998076923076923,0,0.12499052946598817,0
12452,Switzerland,2,430.5700000000001,185,215.29,0,2,2,2.0,430.5700000000001,61.666666666666664,0.0,143.52333333333337,0,185.0,0,0.4988530250017377,0
12453,Austria,1,707.09,473,707.09,0,1,3,1.0,707.09,236.5,0.0,353.545,1,473.0,0,0.9985877501447556,1
12454,Spain,5,16679.78,7703,3335.96,365,4,5,0.01366120218579235,45.5731693989071,1283.8333333333333,60.833333333333336,2779.963333333333,0,21.046448087431695,1,0.1999882499499424,0
12455,Cyprus,10,5879.95,3302,588.0,648,5,5,0.015408320493066256,9.060015408320492,300.1818181818182,58.90909090909091,534.540909090909,0,5.0878274268104775,0,0.09998384614730614,0
12456,Switzerland,3,3181.04,1633,1060.35,210,3,5,0.014218009478672985,15.07601895734597,408.25,52.5,795.26,0,7.739336492890995,0,0.33322962627748237,0
12457,Switzerland,8,2995.91,1094,374.49,369,4,5,0.021621621621621623,8.097054054054054,121.55555555555556,41.0,332.87888888888887,0,2.9567567567567568,0,0.12495870746869277,0
12458,Switzerland,4,1777.49,986,444.37,416,3,4,0.009592326139088728,4.262565947242206,197.2,83.2,355.498,0,2.3645083932853717,1,0.24985802562848258,0
12459,Spain,1,454.36,258,454.36,0,1,2,1.0,454.36,129.0,0.0,227.18,1,258.0,0,0.9978039353478566,1
12460,Belgium,1,326.65,170,326.65,0,1,2,1.0,326.65,85.0,0.0,163.325,1,170.0,0,0.9969479627651457,1
12461,Switzerland,2,826.88,287,413.44,60,2,3,0.03278688524590164,13.555409836065573,95.66666666666667,20.0,275.62666666666667,0,4.704918032786885,0,0.4993960477363869,1
12462,Spain,2,1189.59,536,594.79,285,2,3,0.006993006993006993,4.1594055944055945,178.66666666666666,95.0,396.53,0,1.8741258741258742,1,0.49957584054964344,0
12463,Belgium,4,1344.78,776,336.2,188,3,4,0.021164021164021163,7.115238095238095,155.2,37.6,268.956,0,4.105820105820106,0,0.2498179494419593,0
12464,Belgium,8,1212.05,112,151.51,299,4,3,0.02666666666666667,4.040166666666667,12.444444444444445,33.22222222222222,134.67222222222222,0,0.37333333333333335,0,0.12490004534025803,0
12465,Belgium,2,742.19,479,371.1,152,2,3,0.013071895424836602,4.850915032679739,159.66666666666666,50.666666666666664,247.39666666666668,0,3.130718954248366,0,0.4993339522867638,0
12466,France,1,56.73,1,56.73,0,1,1,1.0,56.73,0.5,0.0,28.365,1,1.0,0,0.9826779837173047,1
12467,USA,1,132.8,129,132.8,0,1,1,1.0,132.8,64.5,0.0,66.4,1,129.0,0,0.992526158445441,1
12468,Germany,5,3670.74,2201,734.15,495,4,5,0.010080645161290322,7.4006854838709675,366.8333333333333,82.5,611.79,0,4.4375,1,0.19994607461312622,1
12469,Thailand,2,3070.54,2552,1535.27,14,2,5,0.13333333333333333,204.70266666666666,850.6666666666666,4.666666666666667,1023.5133333333333,0,170.13333333333333,0,0.4998372152080064,1
12470,Unspecified,1,211.95,95,211.95,0,1,1,1.0,211.95,47.5,0.0,105.975,1,95.0,0,0.9953040619863818,1
12471,Germany,79,39918.19,16858,505.29,730,5,5,0.10807113543091655,54.60764705882353,210.725,9.125,498.97737500000005,0,23.06155950752394,0,0.012657821964824437,0
12472,Germany,19,16249.29,10378,855.23,693,5,5,0.027377521613832854,23.413962536023057,518.9,34.65,812.4645,0,14.953890489913544,0,0.05262859924345965,0
12473,Germany,5,3928.05,2414,785.61,162,4,5,0.03067484662576687,24.09846625766871,402.3333333333333,27.0,654.6750000000001,0,14.809815950920246,0,0.19994909710998843,0
12474,Germany,31,12372.75,7940,399.12,649,5,5,0.047692307692307694,19.035,248.125,20.28125,386.6484375,0,12.215384615384615,0,0.03225537933124558,0
12475,Germany,2,1149.64,771,574.82,356,2,3,0.0056022408963585435,3.220280112044818,257.0,118.66666666666667,383.21333333333337,0,2.1596638655462184,1,0.49956545922269346,0
12476,Germany,23,14083.91,5631,612.34,486,5,5,0.04722792607802875,28.919733059548253,234.625,20.25,586.8295833333333,0,11.562628336755647,0,0.0434748961832202,0
12477,Germany,9,20276.37,6119,2252.93,601,5,5,0.014950166112956811,33.68167774086378,611.9,60.1,2027.637,0,10.164451827242525,1,0.11110563154886458,0
12478,Greece,1,680.99,236,680.99,0,1,3,1.0,680.99,118.0,0.0,340.495,1,236.0,0,0.9985337028402176,0
12479,Germany,1,527.2,385,527.2,0,1,2,1.0,527.2,192.5,0.0,263.6,1,385.0,0,0.9981067777357062,0
12480,Germany,7,5464.85,2952,780.69,479,4,5,0.014583333333333334,11.385104166666668,369.0,59.875,683.10625,0,6.15,0,0.14283048382227834,0
12481,Germany,15,12185.51,7158,812.37,585,5,5,0.025597269624573378,20.79438566552901,447.375,36.5625,761.594375,0,12.215017064846416,0,0.06666141495801504,0
12482,Sweden,29,23691.4,27042,816.94,77,5,5,0.3717948717948718,303.73589743589747,901.4,2.566666666666667,789.7133333333334,0,346.6923076923077,0,0.03448109942428796,1
12483,Sweden,19,5097.18,2160,268.27,660,5,5,0.028744326777609682,7.711316187594554,108.0,33.0,254.859,0,3.2677760968229954,0,0.0526207391657415,0
12484,Spain,12,6354.1,3266,529.51,649,5,5,0.018461538461538463,9.775538461538462,251.23076923076923,49.92307692307692,488.7769230769231,0,5.024615384615385,0,0.08332048276187629,0
12485,Sweden,1,708.1,414,708.1,0,1,3,1.0,708.1,207.0,0.0,354.05,1,414.0,0,0.9985897616697221,1
12486,Sweden,1,1037.28,523,1037.28,0,1,3,1.0,1037.28,261.5,0.0,518.64,1,523.0,0,0.9990368686674115,1
12487,Sweden,1,285.3,174,285.3,0,1,1,1.0,285.3,87.0,0.0,142.65,1,174.0,0,0.9965071603213412,1
12488,France,3,1298.66,529,432.89,66,3,4,0.04477611940298507,19.382985074626866,132.25,16.5,324.665,0,7.895522388059701,0,0.33307942077158637,0
12489,France,1,334.93,105,334.93,0,1,2,1.0,334.93,52.5,0.0,167.465,1,105.0,0,0.9970231893549252,1
12490,France,21,9823.64,5906,467.79,733,5,5,0.02861035422343324,13.383705722070843,268.45454545454544,33.31818181818182,446.5290909090909,0,8.046321525885558,0,0.0476139583740473,0
